Mkt Al,Op Al,Orig,Dest,Manu,Type,Aircraft Family,Aircraft Type,Equip,Flights,Seats,ASMs,Block Mins
G4,G4,CAK,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,341620,280
G4,G4,CAK,SAV,Airbus,Narrow,A320,A319,319,26,4056,2457936,2764
G4,G4,CAK,SFB,Airbus,Narrow,A320,A319,319,5,780,652860,670
G4,G4,CAK,SFB,Airbus,Narrow,A320,A320,320,2,360,301320,268
G4,G4,CAK,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,636120,536
G4,G4,CAK,SRQ,Airbus,Narrow,A320,A320,320,18,3240,3026160,2610
G4,G4,CAK,VPS,Airbus,Narrow,A320,A320,320,13,2340,1808820,1690
G4,G4,CHA,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1174770,1098
G4,G4,CHA,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,2280,1169640,1164
G4,G4,CHA,SFB,Airbus,Narrow,A320,A319,319,6,936,458640,600
G4,G4,CHA,SFB,Airbus,Narrow,A320,A320,320,3,540,264600,300
G4,G4,CHS,CVG,Airbus,Narrow,A320,A320,320,13,2340,1162980,1313
G4,G4,CHS,IND,Airbus,Narrow,A320,A320,320,9,1620,947700,1026
G4,G4,CID,AZA,Airbus,Narrow,A320,A320,320,9,1620,2008800,1674
G4,G4,CID,BNA,Airbus,Narrow,A320,A319,319,9,1404,673920,792
G4,G4,CID,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2176830,1692
G4,G4,CID,LAS,Airbus,Narrow,A320,A319,319,9,1404,1853280,1782
G4,G4,CID,PGD,Airbus,Narrow,A320,A319,319,5,780,911820,870
G4,G4,CID,PGD,Airbus,Narrow,A320,A320,320,8,1440,1683360,1392
G4,G4,CID,PIE,Airbus,Narrow,A320,A319,319,7,1092,1189188,1127
G4,G4,CID,PIE,Airbus,Narrow,A320,A320,320,3,540,588060,483
G4,G4,CID,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,1330,1448370,1127
G4,G4,CID,SFB,Airbus,Narrow,A320,A320,320,6,1080,1164240,966
G4,G4,CID,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,12,2280,2457840,1932
G4,G4,CKB,MYR,Airbus,Narrow,A320,A319,319,1,156,61464,80
G4,G4,CKB,MYR,Airbus,Narrow,A320,A320,320,2,360,141840,160
G4,G4,CKB,MYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,1140,449160,480
G4,G4,CKB,PIE,Airbus,Narrow,A320,A319,319,8,1248,994656,992
G4,G4,CKB,PIE,Airbus,Narrow,A320,A320,320,1,180,143460,124
G4,G4,CKB,SFB,Airbus,Narrow,A320,A319,319,1,156,113412,117
G4,G4,CKB,SFB,Airbus,Narrow,A320,A320,320,2,360,261720,234
G4,G4,CKB,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,1140,828780,702
G4,G4,CKB,VPS,Airbus,Narrow,A320,A320,320,4,720,506880,480
G4,G4,COS,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2518830,1881
G4,G4,COS,SNA,Airbus,Narrow,A320,A320,320,9,1620,1320300,1323
G4,G4,COU,SFB,Airbus,Narrow,A320,A319,319,1,156,145860,147
G4,G4,COU,SFB,Airbus,Narrow,A320,A320,320,7,1260,1178100,1029
G4,G4,COU,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,177650,147
G4,G4,COU,VPS,Airbus,Narrow,A320,A320,320,9,1620,1067580,1035
G4,G4,CVG,AUS,Airbus,Narrow,A320,A320,320,9,1620,1551960,1386
G4,G4,CVG,AZA,Airbus,Narrow,A320,A320,320,9,1620,2515860,2034
G4,G4,CVG,CHS,Airbus,Narrow,A320,A320,320,13,2340,1162980,1287
G4,G4,CVG,DEN,Airbus,Narrow,A320,A320,320,9,1620,1731780,1584
G4,G4,CVG,EWR,Airbus,Narrow,A320,A320,320,9,1620,921780,1035
G4,G4,CVG,EYW,Airbus,Narrow,A320,A320,320,9,1620,1641060,1413
G4,G4,CVG,FLL,Airbus,Narrow,A320,A320,320,21,3780,3519180,3129
G4,G4,CVG,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,1520,1415120,1192
G4,G4,CVG,GUF,Airbus,Narrow,A320,A320,320,13,2340,1483560,1439
G4,G4,CVG,JAX,Airbus,Narrow,A320,A320,320,13,2340,1436760,1469
G4,G4,CVG,LAS,Airbus,Narrow,A320,A319,319,2,312,523848,502
G4,G4,CVG,LAS,Airbus,Narrow,A320,A320,320,9,1620,2719980,2223
G4,G4,CVG,MLB,Airbus,Narrow,A320,A320,320,9,1620,1278180,1134
G4,G4,CVG,MYR,Airbus,Narrow,A320,A320,320,26,4680,2288520,2392
G4,G4,CVG,PBI,Airbus,Narrow,A320,A320,320,9,1620,1445040,1278
G4,G4,CVG,PDX,Airbus,Narrow,A320,A320,320,9,1620,3199500,2502
G4,G4,CVG,PGD,Airbus,Narrow,A320,A320,320,41,7380,6273000,5699
G4,G4,CVG,PIE,Airbus,Narrow,A320,A320,320,41,7380,5719500,5318
G4,G4,CVG,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,3,570,441750,390
G4,G4,CVG,SAV,Airbus,Narrow,A320,A319,319,18,2808,1446120,1728
G4,G4,CVG,SAV,Airbus,Narrow,A320,A320,320,8,1440,741600,768
G4,G4,CVG,SFB,Airbus,Narrow,A320,A320,320,40,7200,5292000,4960
G4,G4,CVG,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,558600,496
G4,G4,CVG,SNA,Airbus,Narrow,A320,A320,320,9,1620,3042360,2475
G4,G4,CVG,SRQ,Airbus,Narrow,A320,A320,320,31,5580,4530960,4115
G4,G4,CVG,VPS,Airbus,Narrow,A320,A320,320,49,8820,5292000,5354
G4,G4,DAY,MYR,Airbus,Narrow,A320,A319,319,9,1404,730080,855
G4,G4,DAY,PGD,Airbus,Narrow,A320,A319,319,1,156,141024,145
G4,G4,DAY,PGD,Airbus,Narrow,A320,A320,320,8,1440,1301760,1158
G4,G4,DAY,PIE,Airbus,Narrow,A320,A319,319,9,1404,1166724,1179
G4,G4,DAY,SFB,Airbus,Narrow,A320,A319,319,2,312,244920,262
G4,G4,DAY,SFB,Airbus,Narrow,A320,A320,320,6,1080,847800,786
G4,G4,DAY,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,149150,131
G4,G4,DEN,ABE,Airbus,Narrow,A320,A320,320,9,1620,2493180,1872
G4,G4,DEN,ATW,Airbus,Narrow,A320,A320,320,9,1620,1428840,1269
G4,G4,DEN,AVL,Airbus,Narrow,A320,A320,320,18,3240,4043520,3294
G4,G4,DEN,CVG,Airbus,Narrow,A320,A320,320,9,1620,1731780,1485
G4,G4,DEN,PIA,Airbus,Narrow,A320,A320,320,9,1620,1284660,1170
G4,G4,DEN,TYS,Airbus,Narrow,A320,A320,320,9,1620,1882440,1530
G4,G4,DEN,VPS,Airbus,Narrow,A320,A320,320,9,1620,1960200,1620
G4,G4,DSM,AUS,Airbus,Narrow,A320,A320,320,9,1620,1317060,1161
G4,G4,DSM,AZA,Airbus,Narrow,A320,A320,320,14,2520,2867760,2450
G4,G4,DSM,BNA,Airbus,Narrow,A320,A319,319,2,312,165048,196
G4,G4,DSM,BNA,Airbus,Narrow,A320,A320,320,18,3240,1713960,1766
G4,G4,DSM,BOS,Airbus,Narrow,A320,A320,320,9,1620,1887300,1494
G4,G4,DSM,BUR,Airbus,Narrow,A320,A320,320,9,1620,2326320,1926
G4,G4,DSM,EWR,Airbus,Narrow,A320,A320,320,9,1620,1645920,1350
G4,G4,DSM,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2248650,1701
G4,G4,DSM,GUF,Airbus,Narrow,A320,A320,320,9,1620,1383480,1332
G4,G4,DSM,HOU,Airbus,Narrow,A320,A320,320,9,1620,1336500,1305
G4,G4,DSM,JAX,Airbus,Narrow,A320,A320,320,9,1620,1641060,1386
G4,G4,DSM,LAS,Airbus,Narrow,A320,A319,319,10,1560,1896960,1870
G4,G4,DSM,LAS,Airbus,Narrow,A320,A320,320,13,2340,2845440,2431
G4,G4,DSM,PDX,Airbus,Narrow,A320,A320,320,13,2340,3442140,2847
G4,G4,DSM,PGD,Airbus,Narrow,A320,A319,319,2,312,376272,360
G4,G4,DSM,PGD,Airbus,Narrow,A320,A320,320,11,1980,2387880,1980
G4,G4,DSM,PHL,Airbus,Narrow,A320,A320,320,9,1620,1574640,1224
G4,G4,DSM,PIE,Airbus,Narrow,A320,A320,320,18,3240,3645000,2970
G4,G4,DSM,SFB,Airbus,Narrow,A320,A319,319,1,156,175188,170
G4,G4,DSM,SFB,Airbus,Narrow,A320,A320,320,2,360,404280,340
G4,G4,DSM,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,14,2660,2987180,2380
G4,G4,DSM,SNA,Airbus,Narrow,A320,A320,320,9,1620,2314980,1917
G4,G4,DSM,SRQ,Airbus,Narrow,A320,A320,320,4,720,835200,672
G4,G4,DSM,VPS,Airbus,Narrow,A320,A320,320,9,1620,1391580,1269
G4,G4,ELM,MYR,Airbus,Narrow,A320,A320,320,9,1620,963900,1035
G4,G4,ELM,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,2470,2556450,2080
G4,G4,ELM,SFB,Airbus,Narrow,A320,A319,319,1,156,148824,149
G4,G4,ELM,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,17,3230,3081420,2533
G4,G4,EUG,AZA,Airbus,Narrow,A320,A320,320,11,1980,1922580,1694
G4,G4,EUG,LAS,Airbus,Narrow,A320,A319,319,9,1404,981396,1080
G4,G4,EUG,SNA,Airbus,Narrow,A320,A319,319,9,1404,1089504,1197
G4,G4,EVV,PIE,Airbus,Narrow,A320,A319,319,3,468,351936,360
G4,G4,EVV,PIE,Airbus,Narrow,A320,A320,320,5,900,676800,600
G4,G4,EVV,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,142880,120
G4,G4,EVV,SFB,Airbus,Narrow,A320,A319,319,8,1248,916032,952
G4,G4,EVV,SFB,Airbus,Narrow,A320,A320,320,2,360,264240,238
G4,G4,EVV,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,139460,119
G4,G4,EVV,VPS,Airbus,Narrow,A320,A320,320,9,1620,848880,882
G4,G4,EWR,ATW,Airbus,Narrow,A320,A320,320,9,1620,1250640,1260
G4,G4,EWR,AVL,Airbus,Narrow,A320,A320,320,13,2340,1364220,1495
G4,G4,EWR,CVG,Airbus,Narrow,A320,A320,320,9,1620,921780,1035
G4,G4,EWR,DSM,Airbus,Narrow,A320,A320,320,9,1620,1645920,1575
G4,G4,EWR,GRR,Airbus,Narrow,A320,A320,320,9,1620,980100,1035
G4,G4,EWR,TYS,Airbus,Narrow,A320,A320,320,13,2340,1476540,1491
G4,G4,EWR,VPS,Airbus,Narrow,A320,A320,320,10,1800,1778400,1649
G4,G4,EYW,AVL,Airbus,Narrow,A320,A320,320,9,1620,1216620,1134
G4,G4,EYW,CVG,Airbus,Narrow,A320,A320,320,9,1620,1641060,1422
G4,G4,EYW,IND,Airbus,Narrow,A320,A319,319,1,156,168168,163
G4,G4,EYW,IND,Airbus,Narrow,A320,A320,320,8,1440,1552320,1304
G4,G4,EYW,LCK,Airbus,Narrow,A320,A319,319,9,1404,1479816,1494
G4,G4,EYW,PIE,Airbus,Narrow,A320,A319,319,26,4056,965328,1716
G4,G4,EYW,PIE,Airbus,Narrow,A320,A320,320,1,180,42840,66
G4,G4,EYW,PIT,Airbus,Narrow,A320,A320,320,9,1620,1785240,1494
G4,G4,EYW,SFB,Airbus,Narrow,A320,A319,319,18,2808,819936,1332
G4,G4,EYW,TYS,Airbus,Narrow,A320,A320,320,9,1620,1274940,1215
G4,G4,FAR,AZA,Airbus,Narrow,A320,A320,320,27,4860,5929200,5049
G4,G4,FAR,BNA,Airbus,Narrow,A320,A319,319,9,1404,1277640,1278
G4,G4,FAR,LAS,Airbus,Narrow,A320,A319,319,9,1404,1691820,1719
G4,G4,FAR,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2576970,1908
G4,G4,FAT,LAS,Airbus,Narrow,A320,A319,319,52,8112,2092896,3796
G4,G4,FAT,LAS,Airbus,Narrow,A320,A320,320,6,1080,278640,438
G4,G4,FCA,AZA,Airbus,Narrow,A320,A320,320,14,2520,2630880,2268
G4,G4,FCA,LAS,Airbus,Narrow,A320,A319,319,9,1404,1187784,1341
G4,G4,FLL,ABE,Airbus,Narrow,A320,A320,320,9,1620,1686420,1539
G4,G4,FLL,ACY,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,24,4560,4455120,3888
G4,G4,FLL,ALB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2058840,1728
G4,G4,FLL,ATW,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2287980,1899
G4,G4,FLL,AVL,Airbus,Narrow,A320,A320,320,56,10080,6652800,6720
G4,G4,FLL,AVL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,2470,1630200,1564
G4,G4,FLL,BLV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1757880,1431
G4,G4,FLL,BNA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1356030,1205
G4,G4,FLL,CAK,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1752750,1476
G4,G4,FLL,CHA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1174770,1161
G4,G4,FLL,CID,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2176830,1764
G4,G4,FLL,CVG,Airbus,Narrow,A320,A320,320,21,3780,3519180,3213
G4,G4,FLL,CVG,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,1520,1415120,1224
G4,G4,FLL,DSM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2248650,1728
G4,G4,FLL,FWA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1824570,1575
G4,G4,FLL,GRR,Airbus,Narrow,A320,A320,320,9,1620,1940760,1629
G4,G4,FLL,GSP,Airbus,Narrow,A320,A320,320,18,3240,2008800,2034
G4,G4,FLL,GSP,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,235600,224
G4,G4,FLL,HSV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1214100,1206
G4,G4,FLL,IND,Airbus,Narrow,A320,A320,320,17,3060,3075300,2771
G4,G4,FLL,IND,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,14,2660,2673300,2363
G4,G4,FLL,LCK,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1641600,1377
G4,G4,FLL,LEX,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,13,2470,2134080,1885
G4,G4,FLL,MDT,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1696320,1485
G4,G4,FLL,MEM,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,24,4560,3880560,3336
G4,G4,FLL,PBG,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,16,3040,4064480,3216
G4,G4,FLL,RFD,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2089620,1773
G4,G4,FLL,SBN,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1937430,1611
G4,G4,FLL,SDF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,14,2660,2383360,2044
G4,G4,FLL,SWF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1911780,1692
G4,G4,FLL,SYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,18,3420,4090320,3285
G4,G4,FLL,TTN,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1754460,1620
G4,G4,FLL,TYS,Airbus,Narrow,A320,A320,320,23,4140,2931120,2806
G4,G4,FLL,TYS,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,20,3800,2690400,2440
G4,G4,FLL,USA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,18,3420,2195640,2142
G4,G4,FLL,XNA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1867320,1512
G4,G4,FNT,AZA,Airbus,Narrow,A320,A320,320,9,1620,2673000,2115
G4,G4,FNT,BNA,Airbus,Narrow,A320,A320,320,9,1620,805140,864
G4,G4,FNT,JAX,Airbus,Narrow,A320,A320,320,9,1620,1406160,1233
G4,G4,FNT,LAS,Airbus,Narrow,A320,A320,320,9,1620,2807460,2268
G4,G4,FNT,PDX,Airbus,Narrow,A320,A320,320,6,1080,2070360,1662
G4,G4,FNT,PGD,Airbus,Narrow,A320,A320,320,19,3420,3799620,3264
G4,G4,FNT,PIE,Airbus,Narrow,A320,A319,319,10,1560,1620840,1630
G4,G4,FNT,PIE,Airbus,Narrow,A320,A320,320,6,1080,1122120,978
G4,G4,FNT,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,1,190,197410,163
G4,G4,FNT,SFB,Airbus,Narrow,A320,A320,320,18,3240,3201120,2754
G4,G4,FNT,SRQ,Airbus,Narrow,A320,A320,320,9,1620,1743120,1521
G4,G4,FSD,AZA,Airbus,Narrow,A320,A320,320,25,4500,4824000,4150
G4,G4,FSD,BNA,Airbus,Narrow,A320,A319,319,9,1404,1040364,1080
G4,G4,FSD,LAS,Airbus,Narrow,A320,A319,319,14,2184,2411136,2422
G4,G4,FSD,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,2281140,1701
G4,G4,FSD,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,10,1900,2534600,1880
G4,G4,FWA,AZA,Airbus,Narrow,A320,A320,320,9,1620,2506140,1989
G4,G4,FWA,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1824570,1512
G4,G4,FWA,LAS,Airbus,Narrow,A320,A319,319,8,1248,2059200,1912
G4,G4,FWA,LAS,Airbus,Narrow,A320,A320,320,1,180,297000,239
G4,G4,FWA,MYR,Airbus,Narrow,A320,A320,320,9,1620,988200,963
G4,G4,FWA,PGD,Airbus,Narrow,A320,A319,319,1,156,153816,155
G4,G4,FWA,PGD,Airbus,Narrow,A320,A320,320,12,2160,2129760,1860
G4,G4,FWA,PIE,Airbus,Narrow,A320,A319,319,2,312,284232,286
G4,G4,FWA,PIE,Airbus,Narrow,A320,A320,320,2,360,327960,286
G4,G4,FWA,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,14,2660,2423260,2002
G4,G4,FWA,SFB,Airbus,Narrow,A320,A320,320,8,1440,1252800,1104
G4,G4,FWA,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1487700,1242
G4,G4,FWA,SRQ,Airbus,Narrow,A320,A320,320,9,1620,1535760,1277
G4,G4,GEG,AZA,Airbus,Narrow,A320,A320,320,9,1620,1675080,1449
G4,G4,GEG,LAS,Airbus,Narrow,A320,A319,319,8,1248,1005888,1088
G4,G4,GEG,LAS,Airbus,Narrow,A320,A320,320,1,180,145080,136
G4,G4,GEG,SNA,Airbus,Narrow,A320,A320,320,9,1620,1558440,1431
G4,G4,GRI,AZA,Airbus,Narrow,A320,A320,320,10,1800,1629000,1409
G4,G4,GRI,LAS,Airbus,Narrow,A320,A319,319,9,1404,1363284,1368
G4,G4,GRR,AUS,Airbus,Narrow,A320,A320,320,9,1620,1786860,1494
G4,G4,GRR,AZA,Airbus,Narrow,A320,A320,320,19,3420,5338620,4351
G4,G4,GRR,BNA,Airbus,Narrow,A320,A319,319,9,1404,659880,855
G4,G4,GRR,BNA,Airbus,Narrow,A320,A320,320,9,1620,761400,855
G4,G4,GRR,BOS,Airbus,Narrow,A320,A320,320,9,1620,1198800,1062
G4,G4,GRR,EWR,Airbus,Narrow,A320,A320,320,9,1620,980100,945
G4,G4,GRR,FLL,Airbus,Narrow,A320,A320,320,9,1620,1940760,1629
G4,G4,GRR,JAX,Airbus,Narrow,A320,A320,320,9,1620,1427220,1278
G4,G4,GRR,LAS,Airbus,Narrow,A320,A319,319,8,1248,2050464,1992
G4,G4,GRR,LAS,Airbus,Narrow,A320,A320,320,10,1800,2957400,2490
G4,G4,GRR,MYR,Airbus,Narrow,A320,A320,320,9,1620,1179360,1098
G4,G4,GRR,PDX,Airbus,Narrow,A320,A320,320,9,1620,2969460,2394
G4,G4,GRR,PGD,Airbus,Narrow,A320,A320,320,13,2340,2616120,2288
G4,G4,GRR,PHL,Airbus,Narrow,A320,A320,320,9,1620,928260,999
G4,G4,GRR,PIE,Airbus,Narrow,A320,A319,319,2,312,325728,320
G4,G4,GRR,PIE,Airbus,Narrow,A320,A320,320,19,3420,3570480,3040
G4,G4,GRR,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,7,1330,1388520,1120
G4,G4,GRR,SFB,Airbus,Narrow,A320,A319,319,11,1716,1717716,1694
G4,G4,GRR,SFB,Airbus,Narrow,A320,A320,320,12,2160,2162160,1848
G4,G4,GRR,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,1140,1141140,924
G4,G4,GRR,SNA,Airbus,Narrow,A320,A320,320,9,1620,3006720,2421
G4,G4,GRR,SRQ,Airbus,Narrow,A320,A320,320,9,1620,1751220,1458
G4,G4,GSO,PIE,Airbus,Narrow,A320,A319,319,4,624,365664,424
G4,G4,GSO,PIE,Airbus,Narrow,A320,A320,320,3,540,316440,318
G4,G4,GSO,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,222680,212
G4,G4,GSP,FLL,Airbus,Narrow,A320,A320,320,18,3240,2008800,2034
G4,G4,GSP,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,2,380,235600,226
G4,G4,GSP,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,18,3420,1648440,1674
G4,G4,GSP,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,18,3420,1456920,1548
G4,G4,GSP,SRQ,Airbus,Narrow,A320,A320,320,9,1620,837540,909
G4,G4,GTF,AZA,Airbus,Narrow,A320,A320,320,9,1620,1584360,1377
G4,G4,GTF,LAS,Airbus,Narrow,A320,A319,319,9,1404,1138644,1215
G4,G4,GUF,ATW,Airbus,Narrow,A320,A320,320,9,1620,1576260,1566
G4,G4,GUF,BLV,Airbus,Narrow,A320,A319,319,2,312,184704,206
G4,G4,GUF,BLV,Airbus,Narrow,A320,A320,320,2,360,213120,206
G4,G4,GUF,BLV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1012320,927
G4,G4,GUF,BNA,Airbus,Narrow,A320,A319,319,9,1404,581256,900
G4,G4,GUF,CVG,Airbus,Narrow,A320,A320,320,13,2340,1483560,1521
G4,G4,GUF,DSM,Airbus,Narrow,A320,A320,320,9,1620,1383480,1341
G4,G4,GUF,HSV,Airbus,Narrow,A320,A319,319,5,780,243360,400
G4,G4,GUF,HSV,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,237120,320
G4,G4,GUF,MCI,Airbus,Narrow,A320,A320,320,9,1620,1211760,1125
G4,G4,GUF,OKC,Airbus,Narrow,A320,A320,320,13,2340,1602900,1664
G4,G4,GUF,OMA,Airbus,Narrow,A320,A319,319,9,1404,1260792,1260
G4,G4,GUF,SDF,Airbus,Narrow,A320,A319,319,9,1404,789048,1089
G4,G4,GUF,SGF,Airbus,Narrow,A320,A320,320,1,180,106380,110
G4,G4,GUF,SGF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,8,1520,898320,880
G4,G4,GUF,TYS,Airbus,Narrow,A320,A320,320,9,1620,714420,720
G4,G4,GUF,XNA,Airbus,Narrow,A320,A319,319,3,468,268164,300
G4,G4,GUF,XNA,Airbus,Narrow,A320,A320,320,4,720,412560,400
G4,G4,GUF,XNA,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,6,1140,653220,600
G4,G4,HGR,MYR,Airbus,Narrow,A320,A319,319,13,2028,853788,1131
G4,G4,HGR,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1472310,1224
G4,G4,HGR,SFB,Airbus,Narrow,A320,A319,319,13,2028,1581840,1651
G4,G4,HOU,AVL,Airbus,Narrow,A320,A320,320,9,1620,1365660,1251
G4,G4,HOU,DSM,Airbus,Narrow,A320,A320,320,9,1620,1336500,1188
G4,G4,HOU,PVU,Airbus,Narrow,A320,A320,320,13,2340,2763540,2353
G4,G4,HOU,TYS,Airbus,Narrow,A320,A320,320,9,1620,1266840,1161
G4,G4,HSV,FLL,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,9,1710,1214100,1116
G4,G4,HSV,GUF,Airbus,Narrow,A320,A319,319,5,780,243360,420
G4,G4,HSV,GUF,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,237120,336
G4,G4,HSV,PIE,Airbus,Narrow,A320,A319,319,5,780,407940,535
G4,G4,HSV,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,397480,428
G4,G4,HSV,SFB,Airbus,Narrow,A320,A320,320,5,900,467100,550
G4,G4,HSV,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,394440,440
G4,G4,HTS,MYR,Airbus,Narrow,A320,A319,319,3,468,178776,225
G4,G4,HTS,MYR,Airbus,Narrow,A320,A320,320,9,1620,618840,675
G4,G4,HTS,MYR,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,362900,375
G4,G4,HTS,PIE,Airbus,Narrow,A320,A319,319,12,1872,1347840,1464
G4,G4,HTS,PIE,Airbus,Narrow,A320,A320,320,9,1620,1166400,1098
G4,G4,HTS,PIE,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,5,950,684000,610
G4,G4,HTS,SFB,Airbus,Narrow,A320,A319,319,4,624,414960,444
G4,G4,HTS,SFB,Airbus,Narrow,A320,A320,320,9,1620,1077300,999
G4,G4,HTS,SFB,Boeing,Narrow,B737 Misc,B737-Max 8 Passenger,7M8,4,760,505400,444
G4,G4,HTS,VPS,Airbus,Narrow,A320,A319,319,4,624,367536,404
G4,G4,HTS,VPS,Airbus,Narrow,A320,A320,320,4,720,424080,404
G4,G4,IAD,AUS,Airbus,Narrow,A320,A320,320,8,1440,1867680,1568
G4,G4,IAD,AVL,Airbus,Narrow,A320,A320,320,9,1620,599400,729
G4,G4,IAD,BNA,Airbus,Narrow,A320,A319,319,13,2028,1099176,1404
G4,G4,IAD,JAX,Airbus,Narrow,A320,A320,320,9,1620,1022220,1116
G4,G4,IAD,PGD,Airbus,Narrow,A320,A320,320,9,1620,1407780,1368
G4,G4,IAD,SAV,Airbus,Narrow,A320,A319,319,9,1404,723060,981
